ID,Location-batiment,ROOM,Ground/Floor,Asset type,"Hostname/
Label",Name/Profile of current user,Brand/Model/Qty/HostSRV,Specs1,Specs2,Serial Number,Status,Vendor,Purchase date,"Purchase
price (TTC)",P.O. #,Last user,Notes
,Cycle des Moyens - Labs,Salle Informatique 2 (Left),0,Desktop - Mini,MOC-INFO2-14,,HP ELITE DESK,I5 6500T 8RAM,250SSD,,In use,,,,,,
,Cycle des Moyens - Labs,Salle Informatique 2 (Left),0,Desktop - Mini,MOC-INFO2-15,,HP ELITE DESK,I5 6500T 8RAM,250SSD,,In use,,,,,,
,Cycle des Moyens - Labs,Salle Informatique 2 (Left),0,Desktop - Mini,MOC-INFO2-16,,HP ELITE DESK,I5 6500T 8RAM,250SSD,,In use,,,,,,
,Cycle des Moyens - Labs,Salle Informatique 2 (Left),0,Desktop - Mini,MOC-INFO2-17,,HP ELITE DESK,I5 6500T 8RAM,250SSD,,In use,,,,,,
,Cycle des Moyens - Labs,Salle Informatique 2 (Left),0,Desktop - Mini,MOC-INFO2-18,,HP ELITE DESK,I5 6500T 8RAM,250SSD,,In use,,,,,,
,Economat,Security Manager,,Desktop - Mini,,,hp i5 6th 8ram,250ssd,,,In use,,,,,,
G,Cycle Des Minimes,SURV DIRECTION,0,Desktop - Mini,,,HP EliteDesk i5-6500T,8GB RAM/250 GB SSD,,,In use,,,,,,
G,Cycle des Moyens,Surveillant,0,Desktop - Mini,,,HP ELITEDESK,i5 6500T 8GB Ram,250FB SSD,,In use,,,,,,
,Cycle des Secondaires,Surveillant 1AS,-2,Desktop - Mini,,,hp elitedesk,i5 6500t 8ram,250ssd ,,In use,,,,,,
G,Cycle des Grands,SURVEILLANT EB8,,Desktop - Mini,,,hp elitedesk ,i5 6th 8ram,250ssd,,In use,,,,,,
,Economat ,Doctor office,,Desktop - Mini ,,,hp elitedesk,i56500t 8ram,250ssd,,In use,,,,,,
G,Cycle Des Minimes,Religion 2,-2,Desktop - Mini ,NA,,hp elite desk,i5 5th 8ram,250ssd,,In use,,,,,,
,Cycle des Terminales 2,surveillant,,Desktop - Mini ,,,,CAT 6,,?,In use,?,?, $-   ,?,,
G,Economat ,IT Storage Room,,Desktop Power Supply,NA,, in thech ATX 366,500W,,,Available,?,?, $-   ,?,,
G,Economat ,IT Storage Room,,Desktop Power Supply,NA,,AITNT 450W,450W,,,Available,,,$8.00 ,,,
G,Economat ,IT Storage Room,,Desktop Power Supply,NA,,AITNT 450W,450W,,,Available,,,$8.00 ,,,
G,Economat ,IT Storage Room,,Desktop Power Supply,NA,,AITNT 450W,450W,,,Available,,,$8.00 ,,,
G,Economat ,IT Storage Room,,Desktop Power Supply,NA,,AITNT 450W,450W,,,Available,,,$8.00 ,,,
G,Economat ,IT Storage Room,,Desktop RAM,NA,,Transcend,4GB DDR3 1600MHZ 1.5V,,,Available,Teletrade,"Friday, January 17, 2025",$30.00 ,,,
G,Economat ,IT Storage Room,,Desktop RAM,NA,,Transcend,4GB DDR3 1600MHZ 1.5V,,,Available,Teletrade,"Friday, January 17, 2025",$30.00 ,,,
G,Economat ,IT Storage Room,,Desktop RAM,NA,,Transcend,4GB DDR3 1600MHZ 1.5V,,,Available,Teletrade,"Friday, January 17, 2025",$30.00 ,,,
G,Economat ,IT Storage Room,,Desktop RAM,NA,,Netac Basic,DDR4 for desktops,8GB,,Available,LCN NET,7-Nov-23, $-   ,?,,
G,Economat ,IT Storage Room,,Desktop RAM,NA,,kingstone kvr32n22s6/8,DDR4 for desktops,8GB,,Available,LCN NET,7-Nov-23, $-   ,?,,
G,Economat ,IT Storage Room,,Desktop RAM,NA,,kingstone kvr32n22s6/8,DDR4 for desktops,8GB,,Available,LCN NET,7-Nov-23, $-   ,?,,
G,Economat ,IT Storage Room,,Disk - HDD,NA,,WD,512GB,2.5'',,Available,?,?, $-   ,?,,
G,Economat ,IT Storage Room,,Disk - HDD,NA,,WD,512GB,2.5'',,Available,?,?, $-   ,?,,
G,Economat ,IT Storage Room,,Disk - HDD,NA,,WD,512GB,2.5'',,Available,?,?, $-   ,?,,
G,Economat ,IT Storage Room,,Disk - HDD,NA,,WD,512GB,2.5'',,Available,?,?, $-   ,?,,
G,Economat ,IT Storage Room,,Disk - HDD,NA,,WD,512GB,2.5'',,Available,?,?, $-   ,?,,
G,Economat ,IT Storage Room,,Disk - HDD,NA,,WD,512GB,2.5'',,Available,?,?, $-   ,?,,
G,Direction,Server Room,,Disk - HDD,,,,,2X4TERRA SATA RAID1,,In use,,,,,,
G,Direction,Server Room,,Disk - HDD,,,,,2X8TERRA SATA RAID1,,In use,,,,,,
G,Art Plastic,Art Plastic 1,,Disk - NVME,NA,,SSD Transcend 250GB,250gb,,,In use,,,,,,
G,Economat,IT Storage Room,,Disk - NVME,,,KINGSTONE NV2 250GB,,,,Available,Domtech,,$31.00 ,,,
G,Economat,IT Storage Room,,Disk - NVME,,,KINGSTONE NV2 250GB,,,,Available,Domtech,,$31.00 ,,,
G,Economat,IT Storage Room,,Disk - NVME,,,KINGSTONE NV2 250GB,,,,Available,Domtech,,$31.00 ,,,
G,Economat,IT Storage Room,,Disk - NVME,,,KINGSTONE NV2 250GB,,,,Available,Domtech,,$31.00 ,,,
G,Direction,Service Informatique,,Disk - NVME,NA,,Kingstone 1tb nvme,,,,In use,Spex,,$75.00 ,,,
G,Cycle des Terminales,Prefet,1,Disk - NVME,,,Kingston PCIe NVMe GEN4 1TB -NV2,1TB,,,In use,,,,,,
G,Direction,Service Informatique,,Disk - NVME,NA,,Kingstone 1tb nvme,,,,In use,Spex,,$75.00 ,,,
G,Cycle des Petits,Coor Religion,3,Disk - SSD,,,SSD Transcend 250GB,,,,In use,,,,,,
G,Cycle Des Minimes,Infirmerie,0,Disk - SSD,NA,,SSD Transcend 250GB,250,,,In use,,,,,,
,Economat,IT Storage Room,,Disk - SSD,,,MSI SPATIUM S270 240 GB SSD SATA 2.5″ | S270,,,,Available,,,,,,
,Economat ,IT Storage Room,,Disk - SSD,,,MSI SPATIUM S270 240 GB SSD SATA 2.5″ | S270,,,,Available,,"Wednesday, October 2, 2024",$23.00 ,,,
,Economat ,IT Storage Room,,Disk - SSD,,,MSI SPATIUM S270 240 GB SSD SATA 2.5″ | S270,,,,Available,,"Wednesday, October 2, 2024",$23.00 ,,,
,Economat ,IT Storage Room,,Disk - SSD,,,MSI SPATIUM S270 240 GB SSD SATA 2.5″ | S270,,,,Available,,"Wednesday, October 2, 2024",$23.00 ,,,
,Economat,IT Storage Room,,DP -HDMI Converter,,,,,,,Available,,"Wednesday, November 27, 2024",$10.00 ,,,
,Cycle des Petits,religion,,DP -HDMI Converter,,,,,,,In use,,"Wednesday, November 27, 2024",$10.00 ,,,
,Economat,IT Storage Room,,DP -HDMI Converter,,,,,,,Available,,"Wednesday, November 27, 2024",$10.00 ,,,
G,Economat,IT Room,0,Enclosure,Gilbert,,UGREEN,USB TO M.2 UNIVERSAL,,,In use,Ayoub,,,,,
G,Economat,IT Room,0,Enclosure,Patrick,,UGREEN,USB TO M.2 UNIVERSAL,,,In use,Domtech,,,,,
G,Economat,IT Room,0,Enclosure,Gilbert,,UGREEN,USB TO SATA 3    2.5'' & 3.5'',,?,In use,?,?, $-   ,?,,
G,Economat,IT Room,0,Enclosure,Patrick,,UGREEN,USB TO SATA 3    2.5'' & 3.5'',,,In use,,,,,,
G,Direction,IT ROOM,,Enclosure,,,Lenovo m.2 enclosure,,,,In use,,"Monday, November 11, 2024",$25.00 ,,,
,Economat ,Compatibilite,,External - HDD,kamal,,Wd ,2tb,,,In use,,,,,,
G,Economat ,IT Room,,External - HDD,,,Seagate HDD,,,,In use,,,,,,
G,Economat ,IT Room,,External - HDD,,,Seagate HDD,,,,In use,,,,,,
G,Economat ,IT Room,,External - HDD,,,Seagate HDD,,,,In use,,,,,,
G,Economat ,IT Room,,External - HDD,,,Seagate HDD,,,,In use,,,,,,
G,Economat ,IT Room,,External - HDD,,,Seagate HDD,,,,In use,,,,,,
,Cycle des Secondaires,Madona,,External - HDD,,,Seagate Expansion 4TB,,,,In use,,"Wednesday, October 16, 2024",$110.00 ,,,
G,Cycle des Terminales,Prefet,1,External - HDD,NA,,Transcend HDD,Storejet 25H3   4TB,,,In use,Teletrade,,$125.00 ,,,
G,Bureau De Sport ,coor sport,0,fiber enclosure,,,,,,,In use,,,,,,
G,Cycle des Benjamin,CP A (2),0,Fiber Enclosure,,,,,,,In use,,,,,,
G,Cycle des Maternelles,Depot,0,fiber enclosure,,,Leviton 5R1UL,,,,In use,,,,,,
G,Cycle des Terminales 2,EGLISSE,0,fiber enclosure, , ,Leviton 5R1UL,,,,In use,,,,,,
G,Bloc des Frères,entré,0,fiber enclosure,,,,,,,In use,,,,,,
G,Economat ,Infirmerie,,fiber enclosure,,,,,,,In use,,,,,,
G,Cycle des Grands,PRINT ROOM,0,fiber enclosure,,,,,,,In use,,,,,,
G,Cycle des Moyens,Print Room,,fiber enclosure,,,,,,,In use,,,,,,
G,Cycle des Secondaires,PRINT ROOM,0,fiber enclosure,,,,,,,In use,,,,,,
G,Cycle des Petits,Secretaire,,Fiber Enclosure,,,,,,,In use,,,,,,
G,Cycle Des Minimes,SURV DIRECTION,0,Fiber Enclosure,,,,,,,In use,,,,,,
G,Cycle des Moyens,SURV EB6 ,,fiber enclosure,,,,,,,In use,,,,,,
G,Cycle des Petits 2,Surveillant,,Fiber Enclosure,,,,,,,In use,,,,,,
G,Cycle des Secondaires,Surveillant 1AS,-2,fiber enclosure,,,,,,,In use,,,,,,
G,Cycle des Grands,SURVEILLANT EB8,,fiber enclosure,,,,,,,In use,,,,,,
G,Direction,Server Room,,Fire sys,,,FM200/CHEMETRON/FIRE SYSTEM,,,10480980,In use,,,,,,
G,Direction,Server Room,,firewall,,,FORTINET/FG100F,,,,In use,,,,,,
G,Economat ,IT Storage Room,,GPU,NA,,GT 740,,,,Available,?,?, $-   ,?,,
G,Cycle des Secondaires,1AS A,-2,HDMI Connectors,,,UGREEN F TO F,,,,In use,,,,,,
G,Cycle des Secondaires,1AS B,-2,HDMI Connectors,,,UGREEN F TO F,,,,In use,,,,,,
G,Cycle des Secondaires,1AS C,-2,HDMI Connectors,,,Connector hdmi f to f,,,,In use,,,,,,
G,Cycle des Secondaires,1AS D,-2,HDMI Connectors,,,UGREEN F TO F,hdmi,,,In use,,,,,,
G,Cycle des Secondaires,1AS E,-2,HDMI Connectors,,,Connector hdmi f to f,,,,In use,,,,,,
G,Cycle des Secondaires,1AS G,-2,HDMI Connectors,,,Connector hdmi f to f,,,,In use,,,,,,
,Cycle des Secondaires,2AS A,-2,HDMI Connectors,,,ugreen f to f,,,,In use,,,,,,
G,Cycle des Secondaires,2AS C,0,HDMI Connectors,,,Connector hdmi f to f,,,,In use,,,,,,
G,Cycle des Secondaires,2AS F,0,HDMI Connectors,,,UGREEN F TO F,hdmi,,,In use,,,,,,
G,Cycle des Secondaires,2AS G,0,HDMI Connectors,,,Connector hdmi f to f,,,,In use,,,,,,
G,Cycle des Petits 2,7eme A,,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
,Cycle des Petits 2,7eme C,,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
G,Cycle des Petits 2,7eme E,,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
G,Cycle des Petits,8eme A,0,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
G,Cycle des Petits,8eme C,1,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
G,Cycle des Petits,8eme D,1,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
G,Cycle des Petits,8eme E,1,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
,Cycle des Petits,8eme F,1,HDMI Connectors,,,Ugreen F to F,VGA Cable,,,In use,,,,,,
G,Cycle des Petits,8eme G,1,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
G,Art Plastic,Art Plastic (Dany),-1,HDMI Connectors,,,Ugreen F To F,,,,In use,,,,,,
G,Cycle des Petits 2,BCD,,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
G,Cycle des Terminales,BFF,1,HDMI Connectors,,,Connector hdmi f to f,,,,In use,,,,,,
G,Cycle des Moyens,CATECHESE,-2,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
,Cycle des Moyens - Labs,CDI,0,HDMI Connectors,,,F TO F UGREEN,,,,In use,,,,,,
G,Cycle des Benjamin,CP B,0,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
G,Cycle des Benjamin,CP C,0,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
G,Cycle des Benjamin,CP E,0,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
G,Cycle des Benjamin,CP F,0,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
G,Cycle des Benjamin,CP G,0,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
G,Cycle Des Minimes,EB2 A,0,HDMI Connectors,NA,,Ugreen F To F,,,,In use,,,,,,
,Cycle des Minimes,EB3 A,-2,HDMI Connectors,,,ugreen f to f,,,,In use,,,,,,
G,Cycle Des Minimes,EB3 D,-2,HDMI Connectors,NA,,Ugreen F To F,,,,In use,,,,,,
G,Cycle Des Minimes,EB3 F,-1,HDMI Connectors,NA,,Ugreen F To F,,,,In use,,,,,,
,Cycle Des Minimes,EB3 F,-2,HDMI Connectors,,,Ugreen F To F,,,,In use,,,,,,
G,Cycle Des Minimes,EB3 G,-1,HDMI Connectors,NA,,Ugreen F To F,,,,In use,,,,,,
G,Cycle des Moyens,EB6 B,,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
G,Cycle des Moyens,EB6 C,,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
G,Cycle des Moyens,EB6 D,,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
G,Cycle des Moyens,EB6 E,,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
G,Cycle des Moyens,EB6 F,,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
G,Cycle des Moyens,EB7 A,-1,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
G,Cycle des Moyens,EB7 B,0,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
G,Cycle des Moyens,EB7 D,0,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
G,Cycle des Moyens,EB7 E,0,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
G,Cycle des Moyens,EB7 G,0,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
G,Cycle des Grands,EB8 A ,,HDMI Connectors,,,Ugreen F To F,hdmi,,,In use,,,,,,
G,Cycle des Grands,EB8 B,,HDMI Connectors,,,Ugreen F To F,,,,In use,,,,,,
G,Cycle des Grands,EB8 C,,HDMI Connectors,,,Ugreen F To F,VGA CABLE,,,In use,,,,,,
G,Cycle des Grands,EB8 D,,HDMI Connectors,,,Ugreen F To F,,,,In use,,,,,,
G,Cycle des Grands,EB8 F,,HDMI Connectors,,,Ugreen F To F,,,,In use,,,,,,
G,Cycle des Grands,EB8 G,,HDMI Connectors,,,Ugreen F To F,,,,In use,,,,,,
G,Cycle des Grands,EB9 A,,HDMI Connectors,,,Ugreen F To F,,,,In use,,,,,,
G,Cycle des Grands,EB9 B,,HDMI Connectors,,,Ugreen F To F,,,,In use,,,,,,
G,Cycle des Grands,EB9 D,,HDMI Connectors,,,Ugreen F To F,,,,In use,,,,,,
G,Cycle des Grands,EB9 E,,HDMI Connectors,,,Ugreen F To F,,,,In use,,,,,,
G,Cycle des Grands,EB9 F,,HDMI Connectors,,,Ugreen F To F,,,,In use,,,,,,
G,Cycle des Terminales,es,0,HDMI Connectors,,,Connector hdmi f to f,,,,In use,,,,,,
G,Foyet Champagnat - Faraya,Faraya,,HDMI Connectors,NA,,Connector hdmi f to f,,,,In use,,,,,,
G,Cycle des Benjamin,GS B,-1,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
G,Cycle des Benjamin,GS F,-1,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
G,Cycle des Benjamin,GS G,-1,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
G,Cycle des Petits 2,HIST.GEO,,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
G,Economat ,IT Storage Room,,HDMI Connectors,NA,,Connector hdmi f to f,,,,Available,Teletrade,,$4.00 ,,,
G,Economat ,IT Storage Room,,HDMI Connectors,NA,,Connector hdmi f to f,,,,Available,Teletrade,,$4.00 ,,,
G,Economat ,IT Storage Room,,HDMI Connectors,NA,,Connector hdmi f to f,,,,Available,Teletrade,,$4.00 ,,,
G,Economat ,IT Storage Room,,HDMI Connectors,NA,,Connector hdmi f to f,,,,Available,Teletrade,,$4.00 ,,,
G,Economat ,IT Storage Room,,HDMI Connectors,NA,,Connector hdmi f to f,,,,Available,,,,,,
G,Economat ,IT Storage Room,,HDMI Connectors,NA,,Connector hdmi f to f,,,,Available,,,,,,
G,Cycle Des Minimes,EB2 F,,HDMI Connectors,NA,,Connector hdmi f to f,,,,In use,,,,,,
G,Cycle des Secondaires,Lab physics 2AS,0,HDMI Connectors,,,Connector hdmi f to f,,,,In use,,,,,,
G,Bloc des Frères,Meeting room,,HDMI Connectors,NA,,Connector hdmi f to f,,,,In use,Teletrade,,$4.00 ,,,
,Cycle des Petits 2,Music,,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
,Cycle Des Minimes,Music,-2,HDMI Connectors,,,ugreen f to f,,,,In use,,,,,,
,Cycle des Terminales 2,POLY1,,HDMI Connectors,,,UGREEN F TO F CONNECTOR,,,,In use,,,,,,
,Cycle Des Minimes,protected,-2,HDMI Connectors,,,Ugreen F To F,,,,In use,,,,,,
G,Cycle des Maternelles,PS E,-1,HDMI Connectors,,,UGREEN F TO F,,,,In use,,,,,,
,Cycle Des Minimes,Religion 2,-2,HDMI Connectors,,,Display To HDMI ,,,,In use,,,,,,
,Cycle des Petits,Religion1,3,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
,Cycle des Petits,Religion2,3,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
G,Cycle des Moyens,Salle D'etude,0,HDMI Connectors,,,Ugreen F to F,,,,In use,,,,,,
G,Cycle des Secondaires,Salle d'informatique,,HDMI Connectors,NA,,Connector hdmi f to f,F TO F,,,In use,Teletrade,,$4.00 ,,,
G,Cycle des Terminales,Salle D'etude,2,HDMI Connectors,,,Connector hdmi f to f,,,,In use,,,,,,
,Cycle des Moyens - Labs,Salle Informatique 1 (Right),,HDMI Connectors,,,F TO F UGREEN,,,,In use,,,,,,
G,Cycle des Moyens - Labs,Salle Informatique 2 (Left),,HDMI Connectors,NA,,Connector hdmi f to f,,,,In use,Teletrade,,$4.00 ,,,
,Cycle des Terminales 2,SE,,HDMI Connectors,,,UGREEN F TO F CONNECTOR,,,,In use,,,,,,
G,Cycle des Secondaires,Surveillant 1AS,,HDMI Connectors,NA,,Connector hdmi f to f,F TO F,,,In use,Teletrade,,$4.00 ,,,
G,Cycle des Terminales,sv,1,HDMI Connectors,,,Connector hdmi f to f,,,,In use,,,,,,
,Cycle des Terminales 2,SV,,HDMI Connectors,,,UGREEN F TO F CONNECTOR,,,,In use,,,,,,
G,Cycle des Terminales,SVB,0,HDMI Connectors,,,Connector hdmi f to f,,,,In use,,,,,,
G,Cycle Des Minimes,Theatre,-2,HDMI Connectors,NA,,Ugreen F To F,,,,In use,,,,,,
G,Cycle des Moyens,Theatre,,HDMI Connectors,NA,,Ugreen F to F,F TO F,,,In use,Teletrade,,$4.00 ,,,
G,Cycle des Moyens,Theatre,,HDMI Connectors,NA,,Ugreen F to F,F TO F HDMI,,,In use,,,,,,
,Economat,IT Storage Room,,HDMI Connectors,,,Type C to LAN,,,,Available,,,,,,
,Economat,IT Storage Room,,HDMI Connectors,,,Type C to LAN,,,,Available,,,,,,
,Economat,IT Storage Room,,HDMI Connectors,,,Type C to LAN,,,,Available,,,,,,
G,Cycle des Maternelles,Catechese,0,HDMI-VGA converter,,,HDMI To VGA ,,,,In use,,,,,,
G,Cycle des Benjamin,CP A,0,HDMI-VGA converter,,,HDMI TO VGA,,,,In use,,,,,,
G,Cycle des Benjamin,CP D,0,HDMI-VGA converter,,,HDMI TO VGA,hdmi,,,In use,,,,,,
G,Cycle des Benjamin,GS A,-1,HDMI-VGA converter,,,Ugreen f to f,,,,In use,,,,,,
G,Cycle des Benjamin,GS C,-1,HDMI-VGA converter,,,Ugreen HDMI TO VGA ,,,,In use,,,,,,
G,Cycle des Benjamin,GS D,-1,HDMI-VGA converter,,,HDMI TO VGA,,,,In use,,,,,,
G,Cycle des Moyens,Lab,0,HDMI-VGA converter,,,HDMI To VGA,,,,In use,,,,,,
G,Cycle des Maternelles,MS C,1,HDMI-VGA converter,,,Ugreen HDMI To VGA ,,,,In use,,,,,,
G,Cycle des Maternelles,PS C,-1,HDMI-VGA converter,,,Ugreen HDMI To VGA ,,,,In use,,,,,,
G,Cycle des Maternelles,PS D,-1,HDMI-VGA converter,,,Ugreen HDMI To VGA ,,,,In use,,,,,,
G,Cycle des Maternelles,PS F,-1,HDMI-VGA converter,,,HDMI To VGA,,,,In use,,,,,,
G,Cycle Des Minimes,Religion 1,-2,HDMI-VGA converter,NA,,hdmi to vga ugreen,,,,In use,,,,,,
G,Cycle des Secondaires,Salle D'etude,0,HDMI-VGA converter,,,HDMI To VGA,,,,In use,,,,,,
G,Cycle des Moyens - Labs,Salle Informatique 2 (Left),,HDMI-VGA converter,NA,,UGREEN HDMI TO VGA,HDMI TOO VGA,,,In use,,,,,,
Z,Economat ,IT Storage Room,,Headset,NA,,Logitech H110,Dual-plug,3.5mm,,Available,Teletrade,"Tuesday, October 31, 2023",$13.32 ,002-2023,,
Z,Economat ,IT Storage Room,,Headset,NA,,Logitech H111,Single-plug,3.5mm,,Available,Teletrade,"Tuesday, October 31, 2023",$13.32 ,002-2023,,
G,Economat ,IT Storage Room,,Headset,NA,,HZ ZG25,,,,Available,?,?, $-   ,?,,
,Economat,IT Storage Room,,Headset,,,A4tech Headset HS-30,,,,Available,,"Wednesday, October 16, 2024",$11.00 ,,,
,Economat,IT Storage Room,,Headset,,,A4tech Headset HS-30,,,,Available,,"Wednesday, October 16, 2024",$11.00 ,,,
,Economat,IT Storage Room,,Headset,,,A4tech Headset HS-30,,,,Available,,"Wednesday, October 16, 2024",$11.00 ,,,
,Economat,IT Storage Room,,Headset,,,A4tech Headset HS-30,,,,Available,,"Wednesday, October 16, 2024",$11.00 ,,,
,Economat,IT Storage Room,,Headset,,,A4tech Headset HS-30,,,,Available,,"Wednesday, October 16, 2024",$11.00 ,,,
,Economat,IT Storage Room,,Headset,,,A4tech Headset HS-30,,,,Available,,"Wednesday, October 16, 2024",$11.00 ,,,
,Economat,IT Storage Room,,Headset,,,A4tech Headset HS-30,,,,Available,,"Wednesday, October 16, 2024",$11.00 ,,,
,Economat,IT Storage Room,,Headset,,,A4tech Headset HS-30,,,,Available,,"Wednesday, October 16, 2024",$11.00 ,,,
,Economat ,Security Manager,,Headset,,,A4tech Headset HS-30,,,,In use,,"Wednesday, October 16, 2024",$11.00 ,,,
G,Cycle des Moyens - Labs,Salle Informatique 1 (Right),0,Headset,,,A4tech Headset HS-30,,,,In use,,"Wednesday, October 16, 2024",$11.00 ,,,
G,Cycle des Moyens - Labs,Salle Informatique 1 (Right),0,Headset,,,A4tech Headset HS-30,,,,In use,,"Wednesday, October 16, 2024",$11.00 ,,,
G,Cycle des Moyens - Labs,Salle Informatique 1 (Right),0,Headset,,,A4tech Headset HS-30,,,,In use,,"Wednesday, October 16, 2024",$11.00 ,,,
G,Cycle des Moyens - Labs,Salle Informatique 1 (Right),0,Headset,,,A4tech Headset HS-30,,,,In use,,"Wednesday, October 16, 2024",$11.00 ,,,
G,Cycle des Moyens - Labs,Salle Informatique 1 (Right),0,Headset,,,A4tech Headset HS-30,,,,In use,,"Wednesday, October 16, 2024",$11.00 ,,,
G,Cycle des Moyens - Labs,Salle Informatique 1 (Right),0,Headset,,,A4Tech,,,,In use,,,,,,
G,Cycle des Moyens - Labs,Salle Informatique 1 (Right),0,Headset,,,A4Tech,,,,In use,,,,,,
G,Cycle des Moyens - Labs,Salle Informatique 1 (Right),0,Headset,,,A4Tech,,,,In use,,,,,,
G,Cycle des Moyens - Labs,Salle Informatique 1 (Right),0,Headset,,,A4Tech,,,,In use,,,,,,
G,Cycle des Moyens - Labs,Salle Informatique 1 (Right),0,Headset,,,A4Tech,,,,In use,,,,,,
G,Cycle des Moyens - Labs,Salle Informatique 1 (Right),0,Headset,,,A4Tech,,,,In use,,,,,,
G,Cycle des Moyens - Labs,Salle Informatique 1 (Right),0,Headset,,,A4Tech,,,,In use,,,,,,
G,Cycle des Moyens - Labs,Salle Informatique 1 (Right),0,Headset,,,A4Tech,,,,In use,,,,,,
G,Cycle des Moyens - Labs,Salle Informatique 1 (Right),0,Headset,,,A4Tech,,,,In use,,,,,,
G,Cycle des Moyens - Labs,Salle Informatique 1 (Right),0,Headset,,,A4Tech,,,,In use,,,,,,
G,Cycle des Moyens - Labs,Salle Informatique 1 (Right),0,Headset,,,A4Tech,,,,In use,,,,,,
G,Cycle des Moyens - Labs,Salle Informatique 1 (Right),0,Headset,,,A4Tech,,,,In use,,,,,,
G,Cycle des Moyens - Labs,Salle Informatique 2 (Left),0,Headset,,,A4tech Headset HS-30,,,,In use,,"Wednesday, October 16, 2024",$11.00 ,,,
G,Cycle des Moyens - Labs,Salle Informatique 2 (Left),0,Headset,,,A4tech Headset HS-30,,,,In use,,"Wednesday, October 16, 2024",$11.00 ,,,
G,Cycle des Moyens - Labs,Salle Informatique 2 (Left),0,Headset,,,A4tech Headset HS-30,,,,In use,,"Wednesday, October 16, 2024",$11.00 ,,,
G,Cycle des Moyens - Labs,Salle Informatique 2 (Left),0,Headset,,,A4tech Headset HS-30,,,,In use,,"Wednesday, October 16, 2024",$11.00 ,,,
G,Cycle des Moyens - Labs,Salle Informatique 2 (Left),0,Headset,,,A4tech Headset HS-30,,,,In use,,"Wednesday, October 16, 2024",$11.00 ,,,
G,Cycle des Moyens - Labs,Salle Informatique 2 (Left),0,Headset,,,A4tech Headset HS-30,,,,In use,,"Wednesday, October 16, 2024",$11.00 ,,,
G,Cycle des Moyens - Labs,Salle Informatique 2 (Left),0,Headset,,,A4Tech,,,,In use,,,,,,
G,Cycle des Moyens - Labs,Salle Informatique 2 (Left),0,Headset,,,A4Tech,,,,In use,,,,,,
G,Cycle des Moyens - Labs,Salle Informatique 2 (Left),0,Headset,,,A4Tech,,,,In use,,,,,,
G,Cycle des Moyens - Labs,Salle Informatique 2 (Left),0,Headset,,,A4Tech,,,,In use,,,,,,
G,Cycle des Moyens - Labs,Salle Informatique 2 (Left),0,Headset,,,A4Tech,,,,In use,,,,,,
G,Cycle des Moyens - Labs,Salle Informatique 2 (Left),0,Headset,,,A4Tech,,,,In use,,,,,,
G,Cycle des Moyens - Labs,Salle Informatique 2 (Left),0,Headset,,,A4Tech,,,,In use,,,,,,
G,Cycle des Moyens - Labs,Salle Informatique 2 (Left),0,Headset,,,A4Tech,,,,In use,,,,,,
G,Cycle des Moyens - Labs,Salle Informatique 2 (Left),0,Headset,,,A4Tech,,,,In use,,,,,,
G,Cycle des Moyens - Labs,Salle Informatique 2 (Left),0,Headset,,,A4Tech,,,,In use,,,,,,
G,Cycle des Moyens - Labs,Salle Informatique 2 (Left),0,Headset,,,A4Tech,,,,In use,,,,,,
G,Cycle des Moyens - Labs,Salle Informatique 2 (Left),0,Headset,,,A4Tech,,,,In use,,,,,,
